date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:11:00	18110/18110	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20May%202018%2009:11:00%20GMT	https://www.nyerk.xyz/viewforum.php?f=10&sid=b0312600f4ae2825fe72f361334c16a4	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/viewforumb2b8.html	(from https://www.nyerk.xyz/)
11:11:00	15852/15852	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20May%202018%2009:11:00%20GMT	https://www.nyerk.xyz/viewforum.php?f=11&sid=b0312600f4ae2825fe72f361334c16a4	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/viewforume486.html	(from https://www.nyerk.xyz/)
11:11:00	14376/14376	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20May%202018%2009:11:00%20GMT	https://www.nyerk.xyz/viewforum.php?f=12&sid=b0312600f4ae2825fe72f361334c16a4	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/viewforum3fb8.html	(from https://www.nyerk.xyz/)
11:11:00	14206/14206	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20May%202018%2009:11:01%20GMT	https://www.nyerk.xyz/viewforum.php?f=13&sid=b0312600f4ae2825fe72f361334c16a4	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/viewforum8dfc.html	(from https://www.nyerk.xyz/)
11:11:00	14713/14713	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20May%202018%2009:11:01%20GMT	https://www.nyerk.xyz/viewforum.php?f=14&sid=b0312600f4ae2825fe72f361334c16a4	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/viewforum447e.html	(from https://www.nyerk.xyz/)
11:11:01	15872/15872	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20May%202018%2009:11:01%20GMT	https://www.nyerk.xyz/viewforum.php?f=15&sid=b0312600f4ae2825fe72f361334c16a4	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/viewforum5607.html	(from https://www.nyerk.xyz/)
11:11:01	15658/15658	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20May%202018%2009:11:01%20GMT	https://www.nyerk.xyz/viewforum.php?f=16&sid=b0312600f4ae2825fe72f361334c16a4	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/viewforum4f57.html	(from https://www.nyerk.xyz/)
11:11:01	16403/16403	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20May%202018%2009:11:02%20GMT	https://www.nyerk.xyz/viewforum.php?f=17&sid=b0312600f4ae2825fe72f361334c16a4	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/viewforum72df.html	(from https://www.nyerk.xyz/)
11:11:01	16251/16251	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20May%202018%2009:11:02%20GMT	https://www.nyerk.xyz/viewforum.php?f=18&sid=b0312600f4ae2825fe72f361334c16a4	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/viewforum4195.html	(from https://www.nyerk.xyz/)
11:11:02	18804/18804	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20May%202018%2009:11:02%20GMT	https://www.nyerk.xyz/viewforum.php?f=19&sid=b0312600f4ae2825fe72f361334c16a4	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/viewforum2f8c.html	(from https://www.nyerk.xyz/)
11:11:02	14880/14880	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20May%202018%2009:11:02%20GMT	https://www.nyerk.xyz/viewtopic.php?f=8&p=2295&sid=b0312600f4ae2825fe72f361334c16a4	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/viewtopicfa70.html	(from https://www.nyerk.xyz/)
11:11:02	9976/9976	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20May%202018%2009:11:03%20GMT	https://www.nyerk.xyz/memberlist.php?mode=viewprofile&u=468&sid=b0312600f4ae2825fe72f361334c16a4	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/memberlistc452.html	(from https://www.nyerk.xyz/)
11:11:02	9001/9001	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20May%202018%2009:11:03%20GMT	https://www.nyerk.xyz/ucp.php?mode=sendpassword&sid=b0312600f4ae2825fe72f361334c16a4	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/ucp21ed.html	(from https://www.nyerk.xyz/)
11:11:02	9976/9976	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20May%202018%2009:11:03%20GMT	https://www.nyerk.xyz/memberlist.php?mode=viewprofile&u=706&sid=b0312600f4ae2825fe72f361334c16a4	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/memberlist17a3.html	(from https://www.nyerk.xyz/)
11:11:03	9564/9564	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20May%202018%2009:11:03%20GMT	https://www.nyerk.xyz/memberlist.php?mode=contactadmin&sid=b0312600f4ae2825fe72f361334c16a4	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/memberlistc076.html	(from https://www.nyerk.xyz/)
11:11:13	8575/8575	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20May%202018%2009:11:03%20GMT	https://www.nyerk.xyz/ucp.php?mode=delete_cookies&sid=b0312600f4ae2825fe72f361334c16a4	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/ucpb8e9.html	(from https://www.nyerk.xyz/)
11:11:14	96381/96381	---M--	200	added ('OK')	application/javascript	etag:%22596bab52-1787d%22	https://www.nyerk.xyz/assets/javascript/jquery.min.js?assets_version=25	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/assets/javascript/jquery.min5d79.js	(from https://www.nyerk.xyz/)
11:11:14	45074/45074	---M--	200	added ('OK')	application/javascript	etag:%22596bab52-b012%22	https://www.nyerk.xyz/assets/javascript/core.js?assets_version=25	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/assets/javascript/core5d79.js	(from https://www.nyerk.xyz/)
11:11:14	23420/23420	---M--	200	added ('OK')	application/javascript	etag:%22596bab52-5b7c%22	https://www.nyerk.xyz/styles/prosilver/template/forum_fn.js?assets_version=25	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/styles/prosilver/template/forum_fn5d79.js	(from https://www.nyerk.xyz/)
11:11:14	11955/11955	---M--	200	added ('OK')	application/javascript	etag:%22596bab52-2eb3%22	https://www.nyerk.xyz/styles/prosilver/template/ajax.js?assets_version=25	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/styles/prosilver/template/ajax5d79.js	(from https://www.nyerk.xyz/)
11:11:14	7640/7640	---M--	200	added ('OK')	text/css	etag:%22596bab52-1dd8%22	https://www.nyerk.xyz/styles/prosilver/theme/normalize.css?v=3.2	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/styles/prosilver/theme/normalizef3ee.css	(from https://www.nyerk.xyz/styles/prosilver/theme/stylesheet.css?assets_version=25)
11:11:15	2095/2095	---M--	200	added ('OK')	text/css	etag:%22596bab52-82f%22	https://www.nyerk.xyz/styles/prosilver/theme/base.css?v=3.2	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/styles/prosilver/theme/basef3ee.css	(from https://www.nyerk.xyz/styles/prosilver/theme/stylesheet.css?assets_version=25)
11:11:15	1148/1148	---M--	200	added ('OK')	text/css	etag:%22596bab52-47c%22	https://www.nyerk.xyz/styles/prosilver/theme/utilities.css?v=3.2	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/styles/prosilver/theme/utilitiesf3ee.css	(from https://www.nyerk.xyz/styles/prosilver/theme/stylesheet.css?assets_version=25)
11:11:15	20346/20346	---M--	200	added ('OK')	text/css	etag:%22596bab52-4f7a%22	https://www.nyerk.xyz/styles/prosilver/theme/common.css?v=3.2	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/styles/prosilver/theme/commonf3ee.css	(from https://www.nyerk.xyz/styles/prosilver/theme/stylesheet.css?assets_version=25)
11:11:15	3328/3328	---M--	200	added ('OK')	text/css	etag:%22596bab52-d00%22	https://www.nyerk.xyz/styles/prosilver/theme/links.css?v=3.2	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/styles/prosilver/theme/linksf3ee.css	(from https://www.nyerk.xyz/styles/prosilver/theme/stylesheet.css?assets_version=25)
11:11:16	14182/14182	---M--	200	added ('OK')	text/css	etag:%22596bab52-3766%22	https://www.nyerk.xyz/styles/prosilver/theme/content.css?v=3.2	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/styles/prosilver/theme/contentf3ee.css	(from https://www.nyerk.xyz/styles/prosilver/theme/stylesheet.css?assets_version=25)
11:11:16	3101/3101	---M--	200	added ('OK')	text/css	etag:%22596bab52-c1d%22	https://www.nyerk.xyz/styles/prosilver/theme/buttons.css?v=3.2	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/styles/prosilver/theme/buttonsf3ee.css	(from https://www.nyerk.xyz/styles/prosilver/theme/stylesheet.css?assets_version=25)
11:11:16	5974/5974	---M--	200	added ('OK')	text/css	etag:%22596bab52-1756%22	https://www.nyerk.xyz/styles/prosilver/theme/cp.css?v=3.2	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/styles/prosilver/theme/cpf3ee.css	(from https://www.nyerk.xyz/styles/prosilver/theme/stylesheet.css?assets_version=25)
11:11:16	7392/7392	---M--	200	added ('OK')	text/css	etag:%22596bab52-1ce0%22	https://www.nyerk.xyz/styles/prosilver/theme/forms.css?v=3.2	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/styles/prosilver/theme/formsf3ee.css	(from https://www.nyerk.xyz/styles/prosilver/theme/stylesheet.css?assets_version=25)
11:11:17	1832/1832	---M--	200	added ('OK')	text/css	etag:%22596bab52-728%22	https://www.nyerk.xyz/styles/prosilver/theme/icons.css?v=3.2	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/styles/prosilver/theme/iconsf3ee.css	(from https://www.nyerk.xyz/styles/prosilver/theme/stylesheet.css?assets_version=25)
11:11:17	25432/25432	---M--	200	added ('OK')	text/css	etag:%22596bab52-6358%22	https://www.nyerk.xyz/styles/prosilver/theme/colours.css?v=3.2	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/styles/prosilver/theme/coloursf3ee.css	(from https://www.nyerk.xyz/styles/prosilver/theme/stylesheet.css?assets_version=25)
11:11:17	9944/9944	---M--	200	added ('OK')	text/css	etag:%22596bab52-26d8%22	https://www.nyerk.xyz/styles/prosilver/theme/responsive.css?v=3.2	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/styles/prosilver/theme/responsivef3ee.css	(from https://www.nyerk.xyz/styles/prosilver/theme/stylesheet.css?assets_version=25)
11:11:18	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22596bab52-2876e%22	https://www.nyerk.xyz/assets/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/assets/fonts/fontawesome-webfont3e6e.eot	(from https://www.nyerk.xyz/assets/css/font-awesome.min.css?assets_version=25)
11:11:18	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22596bab52-2876e%22	https://www.nyerk.xyz/assets/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/assets/fonts/fontawesome-webfontd41d.eot	(from https://www.nyerk.xyz/assets/css/font-awesome.min.css?assets_version=25)
11:11:18	77160/77160	---M--	200	added ('OK')	application/octet-stream	etag:%22596bab52-12d68%22	https://www.nyerk.xyz/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/assets/fonts/fontawesome-webfont3e6e.woff2	(from https://www.nyerk.xyz/assets/css/font-awesome.min.css?assets_version=25)
11:11:18	98024/98024	---M--	200	added ('OK')	application/font-woff	etag:%22596bab52-17ee8%22	https://www.nyerk.xyz/assets/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/assets/fonts/fontawesome-webfont3e6e.woff	(from https://www.nyerk.xyz/assets/css/font-awesome.min.css?assets_version=25)
11:11:18	165548/165548	---M--	200	added ('OK')	application/octet-stream	etag:%22596bab52-286ac%22	https://www.nyerk.xyz/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/assets/fonts/fontawesome-webfont3e6e.ttf	(from https://www.nyerk.xyz/assets/css/font-awesome.min.css?assets_version=25)
11:11:19	444379/444379	---M--	200	added ('OK')	image/svg+xml	etag:%22596bab52-6c7db%22	https://www.nyerk.xyz/assets/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/assets/fonts/fontawesome-webfont3e6e.svg	(from https://www.nyerk.xyz/assets/css/font-awesome.min.css?assets_version=25)
11:11:19	7626/7626	---M--	200	added ('OK')	text/css	etag:%22588c825c-1dca%22	https://www.nyerk.xyz/styles/we_universal/theme/common.css	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/styles/we_universal/theme/common.css	(from https://www.nyerk.xyz/styles/we_universal/theme/stylesheet.css?assets_version=25)
11:11:19	22646/22646	---M--	200	added ('OK')	text/css	etag:%2258877150-5876%22	https://www.nyerk.xyz/styles/we_universal/theme/content.css	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/styles/we_universal/theme/content.css	(from https://www.nyerk.xyz/styles/we_universal/theme/stylesheet.css?assets_version=25)
11:11:19	3845/3845	---M--	200	added ('OK')	text/css	etag:%225883b63c-f05%22	https://www.nyerk.xyz/styles/we_universal/theme/cp.css	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/styles/we_universal/theme/cp.css	(from https://www.nyerk.xyz/styles/we_universal/theme/stylesheet.css?assets_version=25)
11:11:19	4039/4039	---M--	200	added ('OK')	text/css	etag:%2258835aa8-fc7%22	https://www.nyerk.xyz/styles/we_universal/theme/forms.css	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/styles/we_universal/theme/forms.css	(from https://www.nyerk.xyz/styles/we_universal/theme/stylesheet.css?assets_version=25)
11:11:20	4200/4200	---M--	200	added ('OK')	text/css	etag:%22588b3dc6-1068%22	https://www.nyerk.xyz/styles/we_universal/theme/responsive.css	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/styles/we_universal/theme/responsive.css	(from https://www.nyerk.xyz/styles/we_universal/theme/stylesheet.css?assets_version=25)
11:11:20	950/950	---M--	200	added ('OK')	image/gif	etag:%22593b9c12-3b6%22	https://www.nyerk.xyz/ext/gfksx/ThanksForPosts/styles/prosilver/theme/images/icon_thanks.gif	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/ext/gfksx/ThanksForPosts/styles/prosilver/theme/images/icon_thanks.gif	(from https://www.nyerk.xyz/ext/gfksx/ThanksForPosts/styles/prosilver/theme/thanks.css?assets_version=25)
11:11:20	554/554	---M--	200	added ('OK')	image/gif	etag:%22593b9c12-22a%22	https://www.nyerk.xyz/ext/gfksx/ThanksForPosts/styles/prosilver/theme/images/icon_thanks_toplist.gif	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/ext/gfksx/ThanksForPosts/styles/prosilver/theme/images/icon_thanks_toplist.gif	(from https://www.nyerk.xyz/ext/gfksx/ThanksForPosts/styles/prosilver/theme/thanks.css?assets_version=25)
11:11:21	337/337	---M--	200	added ('OK')	image/gif	etag:%22593b9c12-151%22	https://www.nyerk.xyz/ext/gfksx/ThanksForPosts/images/rating/reput_star_back.gif	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/ext/gfksx/ThanksForPosts/images/rating/reput_star_back.gif	(from https://www.nyerk.xyz/ext/gfksx/ThanksForPosts/styles/prosilver/theme/thanks.css?assets_version=25)
11:11:21	597/597	---M--	200	added ('OK')	image/gif	etag:%22593b9c12-255%22	https://www.nyerk.xyz/ext/gfksx/ThanksForPosts/images/rating/reput_star_gold.gif	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/ext/gfksx/ThanksForPosts/images/rating/reput_star_gold.gif	(from https://www.nyerk.xyz/ext/gfksx/ThanksForPosts/styles/prosilver/theme/thanks.css?assets_version=25)
11:11:21	18671/18671	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20May%202018%2009:11:22%20GMT	https://www.nyerk.xyz/index.php	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/index-2.html	(from https://www.nyerk.xyz/index.php?sid=b0312600f4ae2825fe72f361334c16a4)
11:11:22	58263/58263	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20May%202018%2009:11:22%20GMT	https://www.nyerk.xyz/app.php/help/faq	C:/My%20Web%20Sites/Nyerk%20Forum/www.nyerk.xyz/app.php/help/faq.html	(from https://www.nyerk.xyz/index.php?sid=b0312600f4ae2825fe72f361334c16a4)
